user,text,date,count
pomadchin,sry for that :D) will try a bit debugging,3/18/16,1
pomadchin,also remember about issues with certain tiles ingesting ,3/18/16,1
lokifacio,I've done plenty of tests with ingest/write,3/18/16,1
lokifacio,and it seems fine for me,3/18/16,1
pomadchin,"hm, so you are sure about focal / local operations?",3/18/16,1
lokifacio,"moreover, I can do one focal and its result seems correct",3/18/16,1
lokifacio,the problem is when I try two chain two focals...,3/18/16,1
lokifacio,I've done following test:,3/18/16,1
Prasannads,@lokifacio  were you able to see the tiffs in the windows image viewer?,3/18/16,1
Prasannads,i means the tiffs which are created after focal operations,3/18/16,1
lokifacio,read ingested tiles -> write (ok) -> focal  -> write(ok) -> focal -> write(ko - cells seem right but fails to get value ranges => thus black) ->  focal -> write(ko - raster visualization is clearly corrupted),3/18/16,1
lokifacio,@Prasannads I use QGis,3/18/16,1
Prasannads,ok.,3/18/16,1
lokifacio,"every focal is applied to the previous one, of course",3/18/16,1
pomadchin,hm you tried too view in qgis your tiff after each focal operation?,3/18/16,1
pomadchin,i am cuirious how focal operations effect data,3/18/16,1
Prasannads,@pomadchin  i tried saving the tiles before i do any operation on it . i can see only black image. should i use any tiff viewer like QGis? i use windows photo viewer . i dont think that is a problem. because i am able to see other tiffs downloaded from the internet,3/18/16,1
pomadchin,"yes, try QGis",3/18/16,1
pomadchin,but yes,3/18/16,1
pomadchin,that_„Žs a bit weird,3/18/16,1
pomadchin,can you give me srcs?,3/18/16,1
pomadchin,or I already have them,3/18/16,1
pomadchin,that previous images you posted there withh ingest errs,3/18/16,1
lokifacio,"@pomadchin I've tried with several rasters, it seems it doesn't depend on the source",3/18/16,1
pomadchin,ok,3/18/16,1
lokifacio,"the focal seems to work fine, btw",3/18/16,1
lokifacio,"at least, the first time ;)",3/18/16,1
pomadchin,"so what we have now: * write / read seem to be correct* one focal operation seems ok* second focal apply etc seems not ok",3/18/16,1
lokifacio,if you want I'll try other ops (add or double) to check if I get the same result as @Prasannads ,3/18/16,1
lokifacio,@pomadchin this is even more intriguing for me... I've read raster resulting from first focal which seems right in QGIS and applying a focal to it gives the same results as chaining the two focals from the source raster... Do you know if there is some kind of tiff validator out there?,3/18/16,1
lokifacio,"I've just checked raster information using QGIS and I found a possible clue: original raster has   `NoDataValue=-1.6999999999999999e+308` whereas focal output has `NoData Value=nan`, could it be the cause of the problem?",3/18/16,1
lokifacio,the rest of metadata are exactly the same,3/18/16,1
lokifacio,"@Prasannads localAdd works fine for me, even chaining several operations",3/18/16,1
Prasannads,[![UTM2GTIF.TIF](https://files.gitter.im/geotrellis/geotrellis/Ync4/thumb/UTM2GTIF.tiff)](https://files.gitter.im/geotrellis/geotrellis/Ync4/UTM2GTIF.TIF),3/18/16,1
Prasannads,[![SP27GTIF.TIF](https://files.gitter.im/geotrellis/geotrellis/Ync4/thumb/SP27GTIF.tiff)](https://files.gitter.im/geotrellis/geotrellis/Ync4/SP27GTIF.TIF),3/18/16,1
Prasannads,@pomadchin  these are the files am using now .,3/18/16,1
Prasannads,@lokifacio  ok. let me try the qgis ,3/18/16,1
pomadchin,kk guyz,3/18/16,1
pomadchin,will start with debugging in a couple of minutes! thanks for your help!,3/18/16,1
pomadchin,@Prasannads can you throw here what exact operations on tiles you have? (i mean code sample with localAdd usage),3/18/16,1
Prasannads,"```scala  val rddWithContext: RDD[(SpatialKey, Tile)] with Metadata[TileLayerMetadata[SpatialKey]] = raster1.withContext { _ localAdd 1 }  val rddWithContext3: RDD[(SpatialKey, Tile)] with Metadata[TileLayerMetadata[SpatialKey]] = raster2.withContext { _ localDivide 2 }  //val rddWithContext4: RDD[(SpatialKey, Tile)] with Metadata[TileLayerMetadata[SpatialKey]] = TileRDDMerge.apply(raster1, raster2)  // Union  val rddWithContext1: RDD[(SpatialKey, Tile)] with Metadata[TileLayerMetadata[SpatialKey]] = raster1.withContext { _ union(raster2) }    //Intersection  val rddWithContext2: RDD[(SpatialKey, Tile)] with Metadata[TileLayerMetadata[SpatialKey]] = raster1.withContext { _ intersection(raster2) }```",3/18/16,1
Prasannads,"reading the tiles```scala val raster1 = reader.read[SpatialKey, Tile, TileLayerMetadata[SpatialKey]](LayerId(nlcd1, 1)) val raster2 = reader.read[SpatialKey, Tile, TileLayerMetadata[SpatialKey]](LayerId(nlcd2, 1))```",3/18/16,1
Prasannads,@pomadchin  thanks :),3/18/16,1
Prasannads,@lokifacio  if possible can you please share the tiffs you tried ?,3/18/16,1
lokifacio,"not right now :( I'm at office and uploading service is blocked, but it was just a generic raster. I will try yours if you want",3/18/16,1
Prasannads,@lokifacio  ok.. thanks !,3/18/16,1
Prasannads,@pomadchin  no luck with QGIS .. i see the same black images,3/18/16,1
lokifacio,"@Prasannads I also get black tiff with your input, even if I try to just write it once it is read",3/18/16,1
lokifacio,I see your input has byte data,3/18/16,1
lokifacio,maybe the issue can be there?,3/18/16,1
pomadchin,@lokifacio good to know that you also tried,3/18/16,1
lokifacio,"@pomadchin I just run few test, first I run the localAdd sequence I used before with my rasters, then I tried writing after reading and finally I tried reprojecting before writing same result for all of them, QGIS range: nan-0",3/18/16,1
lokifacio,"sorry, the range for the focal result was incremented in the added amount: 100, 200, 300 after three chained operations...so  I guess the problem is just raster reading",3/18/16,1
Prasannads,@lokifacio  thanks ! any link can you point me out to get some proper tiffs.,3/18/16,1
lokifacio,@Prasannads I'm testing now with this [raster](http://sedac.ciesin.columbia.edu/downloads/data/aglands/aglands-croplands-2000/eu-croplands-geotif.zip). ,3/18/16,1
lokifacio,@pomadchin I get the same wrong results for the focal ops and the expected results for the localAdd ops,3/18/16,1
Prasannads,@lokifacio  thanks . let me try it .,3/18/16,1
Prasannads,"@lokifacio  @pomadchin  i am getting this error when loading the tiff into hdfs  with the data @lokifacio  pointed me .",3/18/16,1
Prasannads,"```scalajava.lang.RuntimeException: Cannot create a polygon with unclosed exterior: LINESTRING (10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 Ç_, 10833213.874946382 -43219151.55746001, 10833213.874946382 -34065939.8179188, 10833213.874946382 -30453289.197224993, 10833213.874946382 -28160993.24109334, 10833213.874946382 -26478131.628126472, 10833213.874946382 -25147731.948600315, 10833213.874946382 -24047370.013657365, 10833213.874946382 -23109057.108369168, 10833213.874946382 -22291095.395947885, 10833213.874946382 -21566057.53880232, 10833213.874946382 -20914936.632186808, 10833213.874946382 -20324017.1147586, 10833213.874946382 -19783076.40009428, 10833213.874946382 -19284291.044194072, 10833213.874946382 -18821540.168177523, 10833213.874946382 -18389944.670305897, 10833213.874946382 -17985552.493802346, 10833213.874946382 -17605117.692724742, 10833213.874946382 -17245941.629605487, 10833213.874946382 -16905756.44925561, 10833213.874946382 -16582638.0031136, 10833213.874946382 -16274939.720361717, 10833213.874946382 -15981241.655663801, 10879776.050237084 -15981241.655663801, 10926338.225527786 -15981241.655663801, 10972900.40081849 -15981241.655663801, 11019462.57610919 -15981241.655663801, 11066024.751399893 -15981241.655663801, 11112586.926690595 -15981241.655663801, 11159149.101981297 -15981241.655663801, 11205711.277272 -15981241.655663801, 11252273.452562703 -15981241.655663801, 11298835.627853405 -15981241.655663801, 11345397.803144107 -15981241.655663801, 11391959.978434809 -15981241.655663801, 11438522.153725512 -15981241.655663801, 11485084.329016214 -15981241.655663801, 11531646.504306918 -15981241.655663801, 11578208.679597618 -15981241.655663801, 11624770.854888322 -15981241.655663801, 11671333.030179024 -15981241.655663801, 11717895.205469726 -15981241.655663801, 11764457.38076043 -15981241.655663801, 11811019.556051131 -15981241.655663801, 11857581.731341833 -15981241.655663801, 11904143.906632535 -15981241.655663801, 11950706.081923239 -15981241.655663801, 11997268.257213939 -15981241.655663801, 12043830.432504643 -15981241.655663801, 12090392.607795345 -15981241.655663801, 12136954.783086047 -15981241.655663801, 12183516.95837675 -15981241.655663801, 12230079.133667452 -15981241.655663801, 12276641.308958156 -15981241.655663801, 12323203.484248856 -15981241.655663801, 12369765.659539558 -15981241.655663801, 12416327.83483026 -15981241.655663801, 12462890.010120964 -15981241.655663801, 12509452.185411667 -15981241.655663801, 12556014.360702367 -15981241.655663801, 12602576.535993071 -15981241.655663801, 12649138.711283773 -15981241.655663801, 12695700.886574475 -15981241.655663801, 12742263.061865177 -15981241.655663801, 12788825.23715588 -15981241.655663801, 12835387.412446583 -15981241.655663801, 12881949.587737286 -15981241.655663801, 12928511.763027987 -15981241.655663801, 12975073.938318688 -15981241.655663801, 13021636.11360939 -15981241.655663801, 13068198.288900096 -15981241.655663801, 13114760.464190796 -15981241.655663801, 13161322.639481498 -15981241.655663801, 13207884.814772204 -15981241.655663801, 13207884.814772204 -16274939.72036171, 13207884.814772204 -16582638.0031136, 13207884.814772204 -16905756.44925561, 13207884.814772204 -17245941.629605487, 13207884.814772204 -17605117.69272473, 13207884.814772204 -17985552.493802346, 13207884.814772204 -18389944.670305897, 13207884.814772204 -18821540.168177523, 13207884.814772204 -19284291.04419406, 13207884.814772204 -19783076.40009428, 13207884.814772204 -203```",3/18/16,1
lokifacio,which one are you using? I'm using europe raster (just changed the url to point to the raster url),3/18/16,1
Prasannads,ok!. i took the global one . will try the updated one,3/18/16,1
Prasannads,@lokifacio  the europe raster works! finally am able to see the actual image without any operation .. will try the local and focal operations on it!,3/18/16,1
pomadchin,Interesting,3/18/16,1
Prasannads,"@pomadchin  i want to write the rasterrdd of spatial join into tiff .below is my code ```scalaval rasterres3 = EuropeSpatialJoinAsia.stitch    GeoTiff(rasterres3, EuropeSpatialJoinAsia.metadata.crs).write(""/home/brillio/tiffs/EuropeSpatialJoinAsia.tiff"")```but am getting this error```scalavalue stitch is not a member of org.apache.spark.rdd.RDD[(geotrellis.spark.SpatialKey, (geotrellis.raster.Tile, geotrellis.raster.Tile))] with geotrellis.spark.Metadata[geotrellis.spark.Bounds[geotrellis.spark.SpatialKey]]```",3/18/16,1
lokifacio,"@Prasannads I think you're missing an import, not sure which one",3/18/16,1
lokifacio,import geotrellis.spark.tiling._,3/18/16,1
lokifacio,import geotrellis.raster.io.geotiff._,3/18/16,1
lokifacio,import geotrellis.spark._,3/18/16,1
Prasannads,@lokifacio  i have those imports,3/18/16,1
Prasannads,"guys , any idea on this ?```scalaException in thread ""main"" java.lang.IllegalArgumentException: requirement failed: nonEmpty input        at scala.Predef$.require(Predef.scala:233)        at geotrellis.spark.stitch.TileLayoutStitcher$.stitch(StitchRDDMethods.scala:21)        at geotrellis.spark.stitch.SpatialTileLayoutRDDMethods.stitch(StitchRDDMethods.scala:42)        at RasterData.RasterOperations.MapAlgebraOperations$.readHdfsTiles(MapAlgebraOperations.scala:97)        at RasterData.RasterOperations.MapAlgebraOperations$.main(MapAlgebraOperations.scala:27)        at RasterData.RasterOperations.MapAlgebraOperations.main(MapAlgebraOperations.scala)        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)        at java.lang.reflect.Method.invoke(Method.java:606)        at org.apache.spark.deploy.SparkSubmit$.org$apache$spark$deploy$SparkSubmit$$runMain(SparkSubmit.scala:685)        at org.apache.spark.deploy.SparkSubmit$.doRunMain$1(SparkSubmit.scala:180)        at org.apache.spark.deploy.SparkSubmit$.submit(SparkSubmit.scala:205)        at org.apache.spark.deploy.SparkSubmit$.main(SparkSubmit.scala:120)        at org.apache.spark.deploy.SparkSubmit.main(SparkSubmit.scala)```",3/18/16,1
pomadchin,"@Prasannads @lokifacio yes, we have problems, working on that; thanks for your feedback! (focal chaining)",3/18/16,1
echeipesh,"@Prasannads yes, whatever `readHdfsTiles` is producing is actually an empty RDD, good thing to do is verify why it is. Stitch needs at least one tile to stitch something together",3/18/16,1
echeipesh,"@pomadchin am I off base here, is this related to the problems we_„Žre having ?",3/18/16,1
pomadchin,"@echeipesh yeah, have example of following tiles:1. incorrect ingest (polygon & out of bound exceptions: probably just wrong tags there)2. chaining focal operations cause tiles damage: also have tiles with that problem",3/18/16,1
pomadchin,"I_„Žll throw you links, probably we can somhow share that stuff in order not to do same things at once ._.",3/18/16,1
echeipesh,"Yes, thanks for the bootstrap, I_„Žm just parsing the chat.",3/18/16,1
pomadchin,@lokifacio reproduced (thanks to him) a bad focal operation behave using that tile: https://urs.earthdata.nasa.gov/oauth/authorize?client_id=9l9yCHEF4zcZStCzop00yw&response_type=code&redirect_uri=http%3A%2F%2Fsedac.ciesin.columbia.edu%2Furs&state=aHR0cDovL3NlZGFjLmNpZXNpbi5jb2x1bWJpYS5lZHUvZG93bmxvYWRzL2RhdGEvYWdsYW5kcy9hZ2xhbmRzLWNyb3BsYW5kcy0yMDAwL2V1LWNyb3BsYW5kcy1nZW90aWYuemlw,3/18/16,1
echeipesh,"Cool, thank you for a head start @pomadchin @lokifacio ",3/18/16,1
owcm,"Sure it is something I am not understanding with the new TileLayerRDD approach but I was hoping to get some advice.I am taking a TileLayerRDD[SpatialKey] and running a few focal ops:```// Do a focalMeanval meanRDD:TileLayerRDD[SpatialKey] = rddItem.focalMean(Square(cellsize.toInt))// Do a slope calculationval slopeRDD:TileLayerRDD[SpatialKey] = meanRDD.slope(1)// Create a RDD that is maps cells 1 to 0 based on slope rangeval slopeClassificationRDD:RDD[(SpatialKey,Tile)] = slopeRDD.localMapDouble {x => if ( x > 0 && x < slope.toDouble) 1.0 else 0.0 }// Then do a focal sum on the slope classificationval focalsumRDD = slopeClassificationRDD.focalSum( Circle(neighborSize) )```Problem as I see it is when I do the slopeRDD.localMapDouble I am returned a RDD and not a TileLayerRDD.  Focalsum does not need to be a method available to RDD_„Žs.   So I would think I would need to convert back to a TileLayerRDD, before doing the FocalSum. What is the easiest way to take a RDD[(SpatialKey,Tile)] and translate to TileLayerRDD[SpatialKey].",3/18/16,1
lossyrob,you have to thread the metadata context through using `withContext`,3/18/16,1
lossyrob,`slopeRDD.withContext(_.localMapDouble {x => if ( x > 0 && x < slope.toDouble) 1.0 else 0.0 })`,3/18/16,1
owcm,ahh,3/18/16,1
lossyrob,"because the local operations aren_„Žt on TileLayerRDD, just regular RDD of tiles",3/18/16,1
lossyrob,"so if you call something (like spark RDD operations), it_„Žll return RDDs, so it_„Žs on the client to thread through the metadata if they want to keep it around",3/18/16,1
owcm,"Okay, that is making sense, and now my compiler error is resolved.  Thanks",3/18/16,1
pomadchin,"@Prasannads e_tile.tiff has no projection information in tiff header; in old versions we were not reading tags from tiff file, but now it is significant; to ingest this file just use:```bash$ gdal_edit.py -a_srs EPSG:3857 e_tile.tif ```",3/18/16,1
rshirochenko,"@lossyrob Trying to ingest  landsat images in 0.10.0-RC1 based on your landsat-example. Changed refactored parts in code, it works, but resulted folder is 8mb size only. Can you please have a look (https://github.com/rshirochenko/geotrellis-learn/blob/master/src/main/scala/geotrellis/testim/Main.scala) and write what can be a problem ",3/18/16,1
pomadchin,"@lossyrob @dwins do you know projection ?```+proj=cea +lon_0=-117.333333333333 +lat_ts=33.75 +x_0=0 +y_0=0 +datum=NAD27 +units=m +no_defs ```",3/18/16,1
dwins,@pomadchin  you can try searching for that exact text in `proj4/src/main/resources/geotrellis/proj4/nad/epsg`,3/18/16,1
lossyrob,@rshirochenko I_„Žm not sure. Is there anything else yo ucan tell me besides the file sizes? can you read values out and are they bad values? is it not the extent you expect? does the metadata seem correct?,3/18/16,1
pomadchin,"we have ```# NSIDC EASE-Grid Global<3410> +proj=cea +lon_0=0 +lat_ts=30 +x_0=0 +y_0=0 +a=6371228 +b=6371228 +units=m +no_defs  <>```",3/18/16,1
lossyrob,@rshirochenko I should just be able to clone this code and run it yeah?,3/18/16,1
lossyrob,and see the issue?,3/18/16,1
rshirochenko,"@lossyrob yeah, I think maybe i used refactored methods in a wrong way",3/18/16,1
dwins,@pomadchin yep not quite the same. what are you trying to accomplish exactly? you might not need an epsg code,3/18/16,1
pomadchin,"yes, this proj has no espg code; we have troubles with ingesting a tile with this projection",3/18/16,1
pomadchin,searching google found only one tile with this projection though,3/18/16,1
pomadchin,:D,3/18/16,1
dwins,hm,3/18/16,1
dwins,any idea how the projection is affecting the ingest?,3/18/16,1
pomadchin,"yes, we read tags, so that_„Žs important",3/18/16,1
pomadchin,this projection causes index out of bounds exception,3/18/16,1
dwins,Ok. Well comparing `proj4/src/main/resources/geotrellis/proj4/nad/epsg` with `proj4/src/test/resources/proj4-epsg.csv` the first few codes that use `+proj=cea` are failing so there may be a bug in this projection formula,3/18/16,1
dwins,"something we need to prioritize for the release, you think?",3/18/16,1
pomadchin,I am not sure about that (think all in all that would be fixed :D) but good to know that probably that caused by our bug ohh ,3/18/16,1
dwins,"yes, ideally we'd be as good as proj.4 :)",3/18/16,1
dwins,actually our epsg database only uses proj=cea in three coordinate reference systems so it's probably not the best place to spend energy,3/18/16,1
pomadchin,ouufff,3/18/16,1
pomadchin,"checked ESPG:3410 found really crazy bug",3/18/16,1
pomadchin,so yes probably we are not good with cea,3/18/16,1
pomadchin,:D,3/18/16,1
pomadchin,*thorwing here not to forget* http://pastebin.com/PP1LN4Qy,3/18/16,1
dwins,kind of weird the way that formatter prints NaN coordinates,3/18/16,1
dwins,think it's actually something inherited from some Java NumberFormat instance,3/18/16,1
pomadchin,"yes, checked on a random tile, converted even to EPSG:3410 ingest failed ._. ",3/18/16,1
pomadchin,oh ok,3/18/16,1
pomadchin,:D,3/18/16,1
lossyrob,"does it fail if it_„Žs a single tile, outside of ingest?",3/18/16,1
lossyrob,might be a serialization issue,3/18/16,1
pomadchin,"@Prasannads so, the second tile, has a very specific projection; tested on different tiles, so we probably have bugs with this projection; if you want to ingest it you have to reproject it to any other projection an to ingest; that_„Žs the only workaround currently; though - really weird projection, found only one mention of it",3/18/16,1
dwins,"that coordinate system is marked failing in the metacrs test, so if serialization is a problem it is not the only one",3/18/16,1
lossyrob,oh ok,3/18/16,1
pomadchin,"it fails during ingest, on collecting metadata",3/18/16,1
lossyrob,not so weird if one of the first users of 0.10 is hitting against it :/,3/18/16,1
pomadchin,"so, yes, reproduced this bug on other tiles, just reprojected to `cea` projection (even not this custom provided by @Prasannads but even to EPSG:3410)",3/18/16,1
pomadchin,):,3/18/16,1
pomadchin,but good to know that we know where to dig,3/18/16,1
dwins,"FWIW here are the top 10 parameters that occur in failing CRSs from the epsg database: ```(+datum=WGS84,118)(+ellps=intl,127)(+proj=lcc,159)(+ellps=WGS72,224)(+towgs84=0,0,0,0,0,0,0,240)(+ellps=GRS80,347)(+south,388)(+proj=utm,969)(+units=m,1107)(+no_defs,1171)```",3/18/16,1
echeipesh,"tracked down the focal operation problem, turns out a floating point error for this particular raster that resulted in -Infinity values instead of ND. -Infinity cells really confuse QGIS apparently.",3/18/16,1
lossyrob,so not a general issue? should we be mapping all those Infinity values to NaN maybe?,3/18/16,1
echeipesh,"It_„Žs pretty general, it could happen with any double cursor actually",3/18/16,1
echeipesh,"We_„Žre keeping track of sum,count and due to floating point rounding you can end up with count =0 and sum = some small value.",3/18/16,1
lossyrob,oof,3/18/16,1
lossyrob,well if count is 0 we should just do 0,3/18/16,1
lossyrob,is it just on ND tiles?,3/18/16,1
echeipesh,It was happening around ND values,3/18/16,1
echeipesh,the end result was that ND values were turned to -Infinity.,3/18/16,1
lossyrob,gotcha,3/18/16,1
echeipesh,So essentially when it reached a region where there was nothing to feed the neighborhood it was in this invalid state,3/18/16,1
lossyrob,so really we should just be more careful around ND values in our focal ops,3/18/16,1
echeipesh,"Yeah, not sure if it_„Žs more correct to hard code ND when count == 0 or to reset sum when count == 0",3/18/16,1
echeipesh,I would gest that resetting would be more correct,3/18/16,1
lossyrob,hm I mean if it says if(count == 0) Double.NaN that reads right to me,3/18/16,1
echeipesh,"right, but then we_„Žre propagating rounding error into the future sums",3/18/16,1
lossyrob,oh I see,3/18/16,1
lossyrob,yeah that makes sense,3/18/16,1
lossyrob,@jamesmcclain fyi here_„Žs valid metadata as an example for 0.10.0-RC1 layers https://gist.github.com/lossyrob/d081757252db8ed783ea,3/18/16,1
jamesmcclain,@lossyrob Thank you,3/18/16,1
jamesmcclain,Is `setPartitionCount` the new name for `setMaxKeys` in `S3InputFormat`?,3/18/16,1
echeipesh,"No, it doest a different thing. `setPartitionCount` number of partitions while `setMaxKeys` would set max number of keys per partition.",3/18/16,1
echeipesh,"Unless there is a reason to set it, it should be omitted as `S3InputFormat` will try to limit the size of partitions based on key size",3/18/16,1
jamesmcclain,I see,3/18/16,1
jamesmcclain,Thanks,3/18/16,1
pomadchin,@lossyrob have you got an old format (just asked but who knows what you have) :D ? ,3/18/16,1
pomadchin,difference not only in `keyIndex` ?,3/18/16,1
lossyrob,https://gist.github.com/lossyrob/2f13d6c34bceb98a2696,3/18/16,1
lossyrob,and the keybounds moved around,3/18/16,1
pomadchin,gotcha,3/18/16,1
pomadchin,thx Rob!,3/18/16,1
jamesmcclain,"The `TileLayerMetadata` constructor takes a `bounds` argument that its antecedent did not.  I am computing that new parameter like this: `val bounds = tileSets.map({ case (_,rdd) => Bounds.fromRdd(rdd) }).reduce(_ combine _)`.  Is this correct/performant?",3/18/16,1
lossyrob,depends on what tilesets is,3/18/16,1
jamesmcclain,"tileSets is a set of zoom level, RDD pairs",3/18/16,1
jamesmcclain,"It seems to produce an answer at least as large as it should be, but possibly not tight",3/18/16,1
jamesmcclain,Also wondering about spark performance considerations,3/18/16,1
echeipesh,"Wait, that may not make sense. Bounds are only valid per zoom level as they_„Žre bounds on a TileLayout.",3/18/16,1
lossyrob,"for those following along - this required reducing along a sequence of TileLayerMetadata, since it already had the respective TileLayerRDD bounds",3/18/16,1
lossyrob,@rshirochenko one thing to do is to replace some code here like this:,3/18/16,1
lossyrob,"```scala    // val zoom = tileSets.head._1    // val headRdd = tileSets.head._2    // val rdd = ContextRDD(    //   sc.union(tileSets.map(_._2)),    //   TileLayerMetadata[SpaceTimeKey](    //     headRdd.metadata.cellType,    //     headRdd.metadata.layout,    //     tileSets.map { case (_, rdd) => (rdd.metadata.extent) }.reduce(_.combine(_)),    //     headRdd.metadata.crs,    //     headRdd.metadata.bounds    //   )    // )    val zoom = tileSets.head._1    val rdd = ContextRDD(      sc.union(tileSets.map(_._2)),      tileSets.map(_._2.metadata).reduce(_ merge _)    )```",3/18/16,1
lossyrob,"actually, that does seem pretty small though. When I run I get around 40 megs. I_„Žm going to keep investigating.",3/18/16,1
lossyrob,"I_„Žm counting 3871866880 bytes in the RDD that are not NoData, so that seems right",3/18/16,1
lossyrob,"This is me when I do `sbt run` on a long running task and walk away to do other stuff, only to come back and realize it was asking me which main method I wanted to run. http://i.imgur.com/N5BmNPg.jpg",3/18/16,1
timothymschier,:laughing: ,3/19/16,1
lossyrob,Awful Bug Avoidance Reminder: `n == Double.NaN` does *not* ever produce a true value. You have to use `isData(n)` which translates to `java.lang.Double.isNaN(n)` or else it always fails.,3/19/16,1
echeipesh,"Damn, I fell for that one?",3/19/16,1
lossyrob,"No, it_„Žs in the user defined nodata stuff",3/19/16,1
moradology,that's my bad. i actually wasn't aware that was a thing until today,3/19/16,1
moradology,http://data.phl.opendata.arcgis.com/datasets/b54ec5210cee41c3a884c9086f7af1be_0.geojson,3/19/16,1
lossyrob,?,3/19/16,1
moradology,"ah, wrong window sorry about that",3/19/16,1
lossyrob,"@rshirochenko thanks for bringing the ingest size issue to our attention, that flushed out some major bugs that are addressed in https://github.com/geotrellis/geotrellis/pull/1411; I_„Žm releasing RC2 tonight with those fixes (as well as the rendering fixes)",3/19/16,1
moradology,this looks very useful: https://github.com/tpolecat/tut,3/19/16,1
moradology,it compiles markdown examples,3/19/16,1
moradology,as part of your build,3/19/16,1
lossyrob,"interesting. not sure how that would play along with our `docs` folder, since it builds it into the target directory",3/19/16,1
owcm,"Hey, I was trying to extend LayerWriter, using FileLayerWriter as a template.  When I compile under SBT I get an error : ```geotrellis.spark.Component[<error>,geotrellis.spark.Bounds[K]] does not take type parameters[error]   M: JsonFormat: Component[?, Bounds[K]]``` Code block it seems to be complaining about:```class PNGFileWriter(                       val attributeStore: AttributeStore,                       catalogPath: String                       ) extends LayerWriter[LayerId] with LazyLogging {  protected def _write[  K: AvroRecordCodec: JsonFormat: ClassTag,  V: AvroRecordCodec: ClassTag,  M: JsonFormat: Component[?, Bounds[K]]  ](layerId: LayerId, rdd: RDD[(K, V)] with Metadata[M], keyIndex: KeyIndex[K]): Unit = {```Wondered if there is an import that I am missing.  Thanks in advance.",3/20/16,1
pomadchin,"@owcm two possible things: spark._ import and kind projector plugin, do you use it?",3/20/16,1
lossyrob,@owcm yeah you need kind projector for that `?` syntax in the context bounds. Just add this to your build.sbt https://github.com/geotrellis/geotrellis/blob/master/build.sbt#L32,3/20/16,1
lossyrob,"For those of you that didn't see the mailing list post, `0.10.0-RC2` is out",3/20/16,1
pomadchin,@lossyrob :tada: :tada: :tada: :tada: ,3/20/16,1
lokifacio,"I'll try it out tomorrow. Thx",3/20/16,1
rshirochenko,"@lossyrob  thanks, this release has solved size ingest problem).With which method I can query  SpaceTimeKey  layer by time and save it to tiff?  The full layer object type is provided bellow``` val layer = reader.read[SpaceTimeKey, MultibandTile, TileLayerMetadata[SpaceTimeKey]](l)layer: org.apache.spark.rdd.RDD[(geotrellis.spark.SpaceTimeKey, geotrellis.raster.MultibandTile)] with geotrellis.spark.Metadata[geotrellis.spark.TileLayerMetadata[geotrellis.spark.SpaceTimeKey]] = ContextRDD[2] at RDD at ContextRDD.scala:19```",3/20/16,1
owcm,"Did  StrictColorClassifier get moved out in RC2?  docs/raster/rendering.md still references the approach.  Getting compile errors ""object StrictColorClassifier is not a member of package geotrellis.raster.render"".   Are there change notes that the community should be following to keep up with changes?  I am probably not looking in the right locations. ",3/20/16,1
lossyrob,I did make a note of it in the mailing list note,3/20/16,1
lossyrob,but the docs still need to be changed,3/20/16,1
lossyrob,"StrictColorClassifier is gone, we just have `ColorRamp` and `ColorMap`",3/20/16,1
lossyrob,https://groups.google.com/forum/#!topic/geotrellis-user/AVtF5aCagEc,3/20/16,1
owcm,"Okay, I must be registered on the mailing list, need to add myself",3/20/16,1
lossyrob,@rshirochenko it would be `query` instead of `read`,3/20/16,1
lossyrob,so something like,3/20/16,1
owcm,"@lossyrob  Thanks, looks like what I need.",3/20/16,1
lossyrob,"```scalaval dateTime1: DateTime = ???val dateTime2: DateTime = ???val polygon: Polygon = ???val layer =   reader.query[SpaceTimeKey, MultibandTile, TileLayerMetadata[SpaceTimeKey]](l)    .where(Between(dateTime1, dateTime2))    .where(Intersects(polygon))    .result```",3/20/16,1
lossyrob,"@owcm cool, let me know if you have questions on how to use it",3/20/16,1
lokifacio,"@pomadchin do you need to do something after importing geotrellis into IntelliJ? I tried to run some RasterSpec tests but it fails to make the raster module (it doesn't finde some MultiBand types defined on macros module...) ",3/21/16,1
lokifacio,I get the same error if I open sbt terminal inside IntelliJ and just run compile,3/21/16,1
lokifacio,"```geotrellis\raster\src\main\scala\geotrellis\raster\MultibandTile.scala:33: not found: type MacroCombinableMultibandTile```",3/21/16,1
